City,Place,City_Place,Rating,City_desc,Place_desc,latitude,longitude
Mangalore,Panambur Beach,Panambur Beach-Mangalore,4.367424242424242,-,-,12.93849555,74.80397842691207
Jalpaiguri,Dooars,Dooars-Jalpaiguri,4.366666666666666,-,-,,
Coimbatore,Dhyanalinga Temple,Dhyanalinga Temple-Coimbatore,4.366394399066511,"From ancient temples to classy new buildings, from breathtaking mountains to jaw-dropping waterfalls, from mouth-watering cuisine to pleasant weather all year round, Coimbatore has everything you could possibly need to make for a perfect holiday experience.",-,,
Chikmagalur,Sri Veeranarayana Temple,Sri Veeranarayana Temple-Chikmagalur,4.365384615384615,-,-,,
Kushalnagar,Chiklihole Reservoir,Chiklihole Reservoir-Kushalnagar,4.365384615384615,-,-,,
Leh,Deskit Monastery,Deskit Monastery-Leh,4.36431784107946,"The former district has a famous town, ""Leh"", and is a great tourist attraction because of its beautiful monasteries nearby, Shanti Stupa, cafes and Leh Bazaar defining the place\s culture.",-,,
Raipur,Magneto - The Mall,Magneto - The Mall-Raipur,4.364055299539171,-,-,21.24072235,81.68420147769845
Ahmedabad,Parimal Garden,Parimal Garden-Ahmedabad,4.363636363636363,"The historic city of Ahmedabad or the old part of the city was declared as the UNESCO World Heritage Site., ,  Home to a plethora of remarkable temples like Swaminarayan Temple, intriguing museums and classy markets, with a little bit of colonial history attached to it, Ahmedabad is an excellent example of how a city can still retain every bit of its old-world charm while still rapidly progressing on the path of globalisation.Ahmedabad is famous for its textiles and its tie-dye bandhani handloom technique, which makes it a great place to shop."," Located on the Parimal Cross Road in Ambavadi, Parimal Garden is a beautiful well-maintained garden in the heart of Ahmedabad. Replete with swings and dotted with stone benches, the park is popular among both adults and kids alike. Mostly used for morning and evening walks, the garden also has routine laughing clubs for the elderly. ",23.02040395,72.55605904190236
Bhopal,Madhya Pradesh Tribal Museum,Madhya Pradesh Tribal Museum-Bhopal,4.363636363636363,-,-,24.85725455,79.92448692274795
Coimbatore,Arulmigu Patteeswarar Swamy Temple,Arulmigu Patteeswarar Swamy Temple-Coimbatore,4.363636363636363,"From ancient temples to classy new buildings, from breathtaking mountains to jaw-dropping waterfalls, from mouth-watering cuisine to pleasant weather all year round, Coimbatore has everything you could possibly need to make for a perfect holiday experience.",-,,
Gangtok,MG Marg,MG Marg-Gangtok,4.363490792634107,"During the months of March to Mid-May, blooming of wild Rhododendrons transform the surrounding regions in vast fields of colourful carpets., ,  Its name meaning hill-top, Gangtok can be safely said to be one of the most beautiful hill stations in the country.",-,27.328493,88.612444
Amer,Amber Fort,Amber Fort-Amer,4.3632784538296345,-,-,26.9863104,75.8506607
Panchkula,ChhattBir Zoo,ChhattBir Zoo-Panchkula,4.363013698630137,-,-,,
Chamba,Khajjiar Lake,Khajjiar Lake-Chamba,4.3630041724617525,-,-,,
Kanchipuram,Kamakshi Amman Temple,Kamakshi Amman Temple-Kanchipuram,4.362962962962963,-,-,12.8405896,79.70325404481034
Anjarle,Shri Ganesh Temple,Shri Ganesh Temple-Anjarle,4.362637362637362,-,-,20.3827858,78.1119688
Mysuru (Mysore),Mysore Palace (Amba Vilas),Mysore Palace (Amba Vilas)-Mysuru (Mysore),4.36213768115942,-,-,12.3052915,76.6539249338108
Rishikesh,Sivananda Ashram,Sivananda Ashram-Rishikesh,4.3619047619047615,The International Yoga Festival is organised here in the first week of March which sees yoga enthusiasts from all over the globe.Rishikesh is divided into two main areas - the downtown area known as Rishikesh town which is where the popular Triveni Ghat is situated.," The Shivanand Ashram serves as the abode of Saint Swami Shivanand and is a popular religious yoga and meditation centre. Situated near the Ganges, the ashram is a beautiful and very calm place to be. The satsangs, feast and yoga sessions are well arranged, and the ashram is beautifully maintained. ",30.12463015,78.31174955214753
Kannur,Fort St. Angelos,Fort St. Angelos-Kannur,4.361858190709047,-,-,,
Ahmedabad,Adalaj Step-well,Adalaj Step-well-Ahmedabad,4.361676646706587,"The historic city of Ahmedabad or the old part of the city was declared as the UNESCO World Heritage Site., ,  Home to a plethora of remarkable temples like Swaminarayan Temple, intriguing museums and classy markets, with a little bit of colonial history attached to it, Ahmedabad is an excellent example of how a city can still retain every bit of its old-world charm while still rapidly progressing on the path of globalisation.Ahmedabad is famous for its textiles and its tie-dye bandhani handloom technique, which makes it a great place to shop.",-,,
Konark,Chandrabhaga Beach,Chandrabhaga Beach-Konark,4.361538461538461,-,-,19.86539495,86.11234473713594
Visakhapatnam (Vizag),Yarada Beach,Yarada Beach-Visakhapatnam (Vizag),4.361194029850746,-,-,17.6883842,83.2713206
Mukutmanipur,Mukutmanipur Dam,Mukutmanipur Dam-Mukutmanipur,4.361111111111111,-,-,22.963925250000003,86.78892857922969
Mount Abu,Dilwara Jain Temples,Dilwara Jain Temples-Mount Abu,4.360769641902726,"Mount Abu Forest Sanctuary with an abundance of flora and fauna is also a highlight., ,  The exceptionally intricate architecture of the Dilwara temples are of course the main attraction here, and you can easily spend hours wondering how these temples were built over 2 centuries, almost 1000 years back.",-,,
Mysuru (Mysore),Sri Chamarajendra Zoological Gardens,Sri Chamarajendra Zoological Gardens-Mysuru (Mysore),4.360604153555696,-,-,,
Ahmedabad,Shree Swaminarayan Mandir Kalupur,Shree Swaminarayan Mandir Kalupur-Ahmedabad,4.360215053763441,"The historic city of Ahmedabad or the old part of the city was declared as the UNESCO World Heritage Site., ,  Home to a plethora of remarkable temples like Swaminarayan Temple, intriguing museums and classy markets, with a little bit of colonial history attached to it, Ahmedabad is an excellent example of how a city can still retain every bit of its old-world charm while still rapidly progressing on the path of globalisation.Ahmedabad is famous for its textiles and its tie-dye bandhani handloom technique, which makes it a great place to shop.",-,,
Bhavnagar,Takhteshwar Temple,Takhteshwar Temple-Bhavnagar,4.359649122807017,-,-,21.765831,72.1457408
Hyderabad,Sri Ramakrishna Math,Sri Ramakrishna Math-Hyderabad,4.358974358974359,"The capital and the largest city of Telanaga, Hyderabad is home to stately mosques and noisy bazaars lined parallelly alongside swanky new office buildings and malls, and it is these very contrasts – these glimpses into the city’s rich past with inherent promises of an even better future –that make Hyderabad a city worth visiting.",-,22.6323298,88.35645069606947
Dharamsala,Dalai Lama Temple Complex,Dalai Lama Temple Complex-Dharamsala,4.358931552587646,-,-,,
Munnar,Kundala Dam Lake,Kundala Dam Lake-Munnar,4.358695652173913,"Munnar is also famous for being home to the rare Neelakurinji flowers that bloom once in 12 years (the next bloom is in 2030) and the endangered Nilgiri Tahr.Once the summer resort of the erstwhile British government, the main reason to visit Munnar is to explore the tea plantations that looks like a blanket of green spread all over.",-,,
Sohra,Mawkdok Dympep Valley,Mawkdok Dympep Valley-Sohra,4.358108108108108,-,-,,
Pune,Osho Teerth Park,Osho Teerth Park-Pune,4.358108108108108,"Pune is a city that perfectly blends modernity with tradition sprinkled with colonial-era charm, and it deserves the title of being the cultural capital of Maharashtra., ,  Behind the modern commercialized façade of Pune lies the roots of ancient Poona, which gave birth to the Maratha Empire and had a very crucial role to play in the history of India’s independence.",-,18.5363408,73.89077481409691
New Delhi,Crafts Museum,Crafts Museum-New Delhi,4.358078602620087,-,-,,
Srinagar,Mughal Gardens,Mughal Gardens-Srinagar,4.35792349726776,"Srinagar is also famous for the Kashmiri shawls, Kashmiri apples, and dried fruits (almonds and walnuts) from the Lal Chowk Market.Heavy snowfall affects the connectivity of Srinagar during the winter months of December to February.",-,34.12534655,74.88153121020866
Kolkata,Science City,Science City-Kolkata,4.357340720221607,""", ,  Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience."," One of its kind in India, the Science city was inaugurated on 1st July 1997. It is a major attraction for the residents of Kolkata as well as for the people visiting Kolkata. It is one of the finest and the largest science museums in the world and provides a fun way of learning science.  ",22.5400604,88.3958472226955
Chamoli,Auli,Auli-Chamoli,4.357142857142857,-,-,30.5377872,79.5657242
Hyderabad,Osman Sagar Lake,Osman Sagar Lake-Hyderabad,4.356521739130435,"The capital and the largest city of Telanaga, Hyderabad is home to stately mosques and noisy bazaars lined parallelly alongside swanky new office buildings and malls, and it is these very contrasts – these glimpses into the city’s rich past with inherent promises of an even better future –that make Hyderabad a city worth visiting.",-,,
Chennai,VGP Universal Kingdom,VGP Universal Kingdom-Chennai,4.356495468277946,""", , "" Amid its chaos of traffic and sweltering humid climate, Chennai is worth visiting for its temples steeped in south-Indian culture, British-era museums and monuments, culinary delights and Marina Beach (Second largest urban beach in the world).",-,12.9144942,80.25321334406098
Varanasi,Tibetan Temple,Tibetan Temple-Varanasi,4.3559322033898304,"Worlds oldest living city, Varanasi - also known as Kashi (City of Life) and Benaras, is the spiritual capital of India."," A shrine with stunning Tibetan Architecture, Tibetan Temple was where Lord Buddha taught his disciples the four truths of life. The edifice has a beautiful statue of Shakyamuni, prayer wheels and is decorated with traditional Buddhist paintings also called Thangksa. The unique feature of the temple is the prayer wheels that release strips of paper with chants written on them when rotated clockwise. ",25.3771125,83.0265397
Jabalpur,Bargi Dam,Bargi Dam-Jabalpur,4.355704697986577,-,-,22.9385969,79.9214226
Agra,Kalakriti Cultural & Convention Center,Kalakriti Cultural & Convention Center-Agra,4.355633802816901,"History, architecture, romance all together create the magic of Agra, and hence, makes for a must-visit for anyone living in or visiting India., ,  Agra is one of the most populous cities in Uttar Pradesh and 24th most populous city in India.",-,,
Kovalam,Lighthouse Beach,Lighthouse Beach-Kovalam,4.355586788475053,"All these three beaches are crescent-shaped shallow water and low tidal beaches., ,  Earlier a fishing village, Kovalam started attracting tourists in the 1930s and shot to fame in the hippie era of 1970s."," Mainly known for its 35 m high lighthouse atop Kurumkal hillock, this beach offers are sandy walk and lip smacking sea food to its visitors. ",,
New Delhi,ISKCON Temple Delhi,ISKCON Temple Delhi-New Delhi,4.355412753336629,-,-,28.5558548,77.2488354
Namchi,Sai Mandir,Sai Mandir-Namchi,4.355140186915888,-,-,27.1566528,88.3287322
Srinagar,Sinthan Top,Sinthan Top-Srinagar,4.354609929078015,"Srinagar is also famous for the Kashmiri shawls, Kashmiri apples, and dried fruits (almonds and walnuts) from the Lal Chowk Market.Heavy snowfall affects the connectivity of Srinagar during the winter months of December to February."," A mountain pass in the Pir Panjal Mountain Ranges, Sithan Top is found along the National Highway of Kokernag-Sinthan Top-Kishtwar Road. This pathway connects Jammu and Kashmir. The snow-laden hilltop is lately emerging as a new tourist destination owing to the beautiful views and the idyllic setting. It is also popular for mountaineering, trekking and skiing. ",33.5824303,75.5110931
Hyderabad,Peddamma Temple,Peddamma Temple-Hyderabad,4.353790613718411,"The capital and the largest city of Telanaga, Hyderabad is home to stately mosques and noisy bazaars lined parallelly alongside swanky new office buildings and malls, and it is these very contrasts – these glimpses into the city’s rich past with inherent promises of an even better future –that make Hyderabad a city worth visiting.",-,17.487195399999997,78.34164459616338
Hyderabad,Shilparamam Cultural Society,Shilparamam Cultural Society-Hyderabad,4.353457738748628,"The capital and the largest city of Telanaga, Hyderabad is home to stately mosques and noisy bazaars lined parallelly alongside swanky new office buildings and malls, and it is these very contrasts – these glimpses into the city’s rich past with inherent promises of an even better future –that make Hyderabad a city worth visiting.",-,,
Visakhapatnam (Vizag),Rama Krishna Beach,Rama Krishna Beach-Visakhapatnam (Vizag),4.353374233128834,-,-,,
Thiruvannamalai,Sri Ramana Ashram,Sri Ramana Ashram-Thiruvannamalai,4.353191489361702,-,-,,
Coimbatore,Adiyogi Shiva,Adiyogi Shiva-Coimbatore,4.353086419753087,"From ancient temples to classy new buildings, from breathtaking mountains to jaw-dropping waterfalls, from mouth-watering cuisine to pleasant weather all year round, Coimbatore has everything you could possibly need to make for a perfect holiday experience."," Surrounded by verdant green farms at the foothills of Velliangiri Mountains in the Western Ghats, Adiyogi Shiva Statue is the world’s biggest bust statue dedicated to the celebrated Hindu deity Shiva, which is carved out of 500 tonnes of steel. Located in the Isha Yoga Complex in Coimbatore, Tamil Nadu, the sculpture stands tall at a height of 112 feet.  ",,
Vellore,Jalakandeswarar Temple,Jalakandeswarar Temple-Vellore,4.352631578947369,-,-,12.92232765,79.12919285
Mumbai,Jain Temple - Mumbai,Jain Temple - Mumbai-Mumbai,4.352272727272728,"From upcoming actors struggling to make it big on the silver screen; from Bolly superstars to big industrialists to tribes of fisherman and slum dwellers, Mumbai is a city that proudly boasts of stories from different walks of human survival.One of the main centres in the country of art, culture, music, dance and theatre, Mumbai is a dynamic, cosmopolitan city that has been running for years solely on the indomitable spirit of the Mumbaikars.",-,19.1122716,72.8266876
Kodaikanal,Mannavanur Lake,Mannavanur Lake-Kodaikanal,4.352201257861635,"Kodaikanal is a place you can go to take a break from the rigours of daily city life, and this hill station lets you sit back and connect with nature as you head out on biking or trekking trails or take a stroll through the vast forests surrounding the town.",-,10.2220245,77.3605283
Chennai,Queens Land,Queens Land-Chennai,4.352112676056338,""", , "" Amid its chaos of traffic and sweltering humid climate, Chennai is worth visiting for its temples steeped in south-Indian culture, British-era museums and monuments, culinary delights and Marina Beach (Second largest urban beach in the world).",-,,
Vadodara,EME Temple,EME Temple-Vadodara,4.35181236673774,-,-,22.3316115,73.19170188089015
Chennai,Express Avenue Mall,Express Avenue Mall-Chennai,4.351674641148326,""", , "" Amid its chaos of traffic and sweltering humid climate, Chennai is worth visiting for its temples steeped in south-Indian culture, British-era museums and monuments, culinary delights and Marina Beach (Second largest urban beach in the world).",-,13.05879435,80.26410305979374
Bengaluru,St. Mary's Basilica,St. Mary's Basilica-Bengaluru,4.351598173515982,-,-,12.98443095,77.60438937167034
Kodaikanal,Kodaikanal Lake,Kodaikanal Lake-Kodaikanal,4.351515151515152,"Kodaikanal is a place you can go to take a break from the rigours of daily city life, and this hill station lets you sit back and connect with nature as you head out on biking or trekking trails or take a stroll through the vast forests surrounding the town.",-,10.23393075,77.48648136929071
Jalandhar,Pushpa Gujral Science City,Pushpa Gujral Science City-Jalandhar,4.351464435146443,-,-,31.3562747,75.43955256939859
Mysuru (Mysore),Somnathpur Temple,Somnathpur Temple-Mysuru (Mysore),4.350877192982456,-,-,12.2757664,76.88150686254238
Chittoor,Horsley Hills,Horsley Hills-Chittoor,4.350877192982456,-,-,13.6508702,78.3965255
Bikaner,Junagarh Fort,Junagarh Fort-Bikaner,4.350358422939068,"Best known as the ""camel country"" for breeding some best-known riding camels, Bikaner also happens to house one of the only two models of the biplane used by the British in World War 1., ,  Sand Dunes and the Desert Safari are among major attractions."," For a change, this is one of the few forts which is not built on a hill. Instead, this fort, built in the arid region of the Thar Desert, is famous for its marvellous architecture, intricate carvings which leave travellers mesmerized. ",28.0223479,73.31813295123831
Leh,Pangong Tso,Pangong Tso-Leh,4.349663196570729,"The former district has a famous town, ""Leh"", and is a great tourist attraction because of its beautiful monasteries nearby, Shanti Stupa, cafes and Leh Bazaar defining the place\s culture.",-,33.6850323,78.72026695658604
Lansdowne,Tip-in-Top Point,Tip-in-Top Point-Lansdowne,4.349442379182156,-,-,,
Purulia,Baranti,Baranti-Purulia,4.348623853211009,-,-,,
Kasaragod,Bekal Fort,Bekal Fort-Kasaragod,4.34826883910387,-,-,12.39222375,75.03276512563474
Jabalpur,Marble Rocks at Bhedaghat,Marble Rocks at Bhedaghat-Jabalpur,4.348242811501597,-,-,,
Chandigarh,Panjab University,Panjab University-Chandigarh,4.348148148148148,"Chandigarhs Rock Garden is very well known for being entirely designed out of discarded industrial and urban waste, while the Leisure Valley is an 8-kilometre-long well-maintained park that houses Asias most extensive rose garden, a very popular draw among tourists and locals alike.Another famous place to visit in Chandigarh is the Capitol complex, often referred to as Le Corbusier Centre.",-,30.7608592,76.7672972254937
Pune,Mulshi Dam,Mulshi Dam-Pune,4.347328244274809,"Pune is a city that perfectly blends modernity with tradition sprinkled with colonial-era charm, and it deserves the title of being the cultural capital of Maharashtra., ,  Behind the modern commercialized façade of Pune lies the roots of ancient Poona, which gave birth to the Maratha Empire and had a very crucial role to play in the history of India’s independence.",-,18.5263679,73.5112671
Gajner,Gajner Lake,Gajner Lake-Gajner,4.347222222222222,-,-,,
Orchha,Jahangir Mahal,Jahangir Mahal-Orchha,4.347150259067358,-,-,,
Bodh Gaya,Great Buddha Statue,Great Buddha Statue-Bodh Gaya,4.347079037800687,"The place is bustling with pilgrims all through the year from India and abroad who come to pay their homage in monasteries, temples and remnants of Bodhi Tree.Located near the river Neranjana, Bodh Gaya was earlier known as Uruwela."," This statue of Lord Buddha is the tallest in India and was instated by the XIV Dalai Lama in 1989. It is a meditating Buddha resting on a giant lotus, constructed using intricately carved sandstone and red granite. ",24.6904622,84.9817951
Shimla,The Ridge,The Ridge-Shimla,4.346774193548387,"The winters are cold with some days of snow from mid-December till February end.Shimla is often covered along with nearby towns of Kufri, a hill-station almost always covered by snow and Chail, famous for a huge palace and the highest cricket ground in the world.",-,31.1047906,77.1752833
Surat,Ambika Niketan Temple,Ambika Niketan Temple-Surat,4.346456692913386,-,-,,
Agra,Tomb of Itimad-ud-Daulah,Tomb of Itimad-ud-Daulah-Agra,4.3462897526501765,"History, architecture, romance all together create the magic of Agra, and hence, makes for a must-visit for anyone living in or visiting India., ,  Agra is one of the most populous cities in Uttar Pradesh and 24th most populous city in India.",-,27.1927827,78.0314358591226
Jodhpur,Rao Jodha Desert Rock Park,Rao Jodha Desert Rock Park-Jodhpur,4.346153846153846,"Jodhpur is primarily famous for its temples, lakes and snacks, with the magnificent Mehrangarh Fort being the main attraction., ,  The magic of Jodhpur lies in the streets of the old city itself, which circles the mighty Mehrangarh."," The Rao Jodha Desert Rock Park was created out of a large, rocky wasteland by the side of the famous Mehrangarh Fort to restore and reflect the natural ecology of the region. It is home to over 200 species of rocky and arid plants. ",26.3007638,73.01579
Shimoga,Sakrebailu Elephant Camp,Sakrebailu Elephant Camp-Shimoga,4.345890410958904,"Packed with several marvels of nature in the form of picturesque landscape, gorgeous waterfalls, mystical temples and lush green surroundings, its raw beauty will leave you absolutely enchanted.",-,13.8408503,75.5147423
Muttukadu,MGM Dizzee World,MGM Dizzee World-Muttukadu,4.345864661654136,-,-,12.82585705,80.2452821261002
New Delhi,Pacific Mall,Pacific Mall-New Delhi,4.345549738219895,-,-,,
Pinjore,Pinjore Gardens,Pinjore Gardens-Pinjore,4.344827586206897,-,-,30.79285315,76.91120816265548
Amritsar,Khalsa College,Khalsa College-Amritsar,4.344660194174757,Amritsar today is a thriving city with active trade and tourism industries.A day in this peaceful city starts with the spiritual prayers from Gurudwaras.," Khalsa College is a 124-year-old college, making it a historic educational institution in India. The 300-acre campus has acquired the status of the highest Sikh institute for education with an enriching environment and a progressive outlook towards society.  ",31.63488565,74.83506086885345
Kolkata,Acropolis Mall,Acropolis Mall-Kolkata,4.34453781512605,""", ,  Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience.",-,22.5151003,88.39322284360136
Srinagar,Yousmarg,Yousmarg-Srinagar,4.34453781512605,"Srinagar is also famous for the Kashmiri shawls, Kashmiri apples, and dried fruits (almonds and walnuts) from the Lal Chowk Market.Heavy snowfall affects the connectivity of Srinagar during the winter months of December to February.",-,,
Coimbatore,Marudamalai Temple,Marudamalai Temple-Coimbatore,4.344086021505376,"From ancient temples to classy new buildings, from breathtaking mountains to jaw-dropping waterfalls, from mouth-watering cuisine to pleasant weather all year round, Coimbatore has everything you could possibly need to make for a perfect holiday experience.",-,,
Bengaluru,St. Mark's Cathedral,St. Mark's Cathedral-Bengaluru,4.343949044585988,-,-,12.97616645,77.60033796395223
Gandikota,Gandikota Fort,Gandikota Fort-Gandikota,4.343478260869565,-,-,14.8133184,78.2874575
Bengaluru,Ragigudda Sri Prasanna Anjaneyaswamy Temple,Ragigudda Sri Prasanna Anjaneyaswamy Temple-Bengaluru,4.34330985915493,-,-,,
Panjim,Church of the Immaculate Conception of the Virgin Mary,Church of the Immaculate Conception of the Virgin Mary-Panjim,4.3431372549019605,-,-,,
Shimla,Gaiety Heritage Cultural Complex,Gaiety Heritage Cultural Complex-Shimla,4.3427672955974845,"The winters are cold with some days of snow from mid-December till February end.Shimla is often covered along with nearby towns of Kufri, a hill-station almost always covered by snow and Chail, famous for a huge palace and the highest cricket ground in the world."," Built in the Victorian or Gothic style of architecture over a century ago, this heritage monument is of immense historical and cultural significance in India. The complex had a theatre, several galleries, offices, bar, ballroom etc.  ",,
McLeod Ganj,Tsechokling Gompa,Tsechokling Gompa-McLeod Ganj,4.342723004694836,-,-,,
Cavelossim,Betty's Place Boat Trips,Betty's Place Boat Trips-Cavelossim,4.342342342342342,-,-,,
Kochi (Cochin),Oberon Mall,Oberon Mall-Kochi (Cochin),4.342342342342342,-,-,10.0145223,76.31232496719946
Panjim,Church of Our Lady of the Immaculate Conception,Church of Our Lady of the Immaculate Conception-Panjim,4.342210386151797,-,-,,
Maheshwar,Queen's Fort,Queen's Fort-Maheshwar,4.3418803418803416,-,-,18.929251,72.82651191816205
Lonavala,Lion's Point,Lion's Point-Lonavala,4.341481481481481,"With lots of waterfalls, lakes and hills around, it is a popular destination for camping, trekking and other adventure sports., ,  Surrounded by dense forests, waterfalls, and dam alongside lakes, it is a must-visit if you admire nature.",-,,
Kasauli,Sunset Point,Sunset Point-Kasauli,4.34096109839817,"Mainly known for its accessibility from Chandigarh and Delhi (located just 65 km away from Chandigarh), Kasauli is not about particular attractions or activities but the beautiful villas and the serene environment., ,  Kasauli is a cantonment town dotted with lavish Victorian buildings built by the Britishers who resided here years back."," Sunset Point in Kasauli is a popular yet very quiet spot to enjoy the sunset, pine-laid landscapes, valleys and sceneries. Nearby to the Sunset point, is a trail or a path known as the Lover's Lane which is an only more quiet walk through the valleys and some of Kasauli's most calm and breath-taking sceneries. However, it is preferable to leave the area before it gets dark or late in the evening since it tends to be a rather off-beat place with not too many facilities. ",30.8917716,76.971174
Kundapur,Maravanthe Beach,Maravanthe Beach-Kundapur,4.340579710144928,-,-,13.7088543,74.6418646
Pune,Lonavala Lake,Lonavala Lake-Pune,4.340314136125654,"Pune is a city that perfectly blends modernity with tradition sprinkled with colonial-era charm, and it deserves the title of being the cultural capital of Maharashtra., ,  Behind the modern commercialized façade of Pune lies the roots of ancient Poona, which gave birth to the Maratha Empire and had a very crucial role to play in the history of India’s independence.",-,18.7466659,73.3948924
Nadia,ISKCON Mayapur,ISKCON Mayapur-Nadia,4.340277777777778,-,-,23.42592635,88.39310854989145
Khajuraho,Khajuraho Temples,Khajuraho Temples-Khajuraho,4.340253748558247,"Built between 950 to 1050 AD the sheer confrontational nature of these carvings shows a stark paradox with the conventional Indian ideals about eroticism, leaving everybody spellbound., , "" Art in this small town is engrained in all of its structures and are a classic example of the finesse of Indias cultural and artistic heritage.",-,24.85326945,79.92090086220412
Chennai,Kapaleeshwarar Temple,Kapaleeshwarar Temple-Chennai,4.340097044552271,""", , "" Amid its chaos of traffic and sweltering humid climate, Chennai is worth visiting for its temples steeped in south-Indian culture, British-era museums and monuments, culinary delights and Marina Beach (Second largest urban beach in the world).",-,,
Panjim,Deltin Royale,Deltin Royale-Panjim,4.339937434827946,-,-,,
Pune,Amanora Mall,Amanora Mall-Pune,4.339366515837104,"Pune is a city that perfectly blends modernity with tradition sprinkled with colonial-era charm, and it deserves the title of being the cultural capital of Maharashtra., ,  Behind the modern commercialized façade of Pune lies the roots of ancient Poona, which gave birth to the Maratha Empire and had a very crucial role to play in the history of India’s independence."," Amanora Shopping Mall in Pune is the locals' favourite hangout spot for the afternoons, and also a great place to spend an urbane weekend with family. From clothes to accessories to electronics to motorbikes, you will find an extensive variety of both Indian and international brands ",18.51866655,73.93529335555556
Pune,Dagadusheth Halwai Ganapati Temple,Dagadusheth Halwai Ganapati Temple-Pune,4.339297548045063,"Pune is a city that perfectly blends modernity with tradition sprinkled with colonial-era charm, and it deserves the title of being the cultural capital of Maharashtra., ,  Behind the modern commercialized façade of Pune lies the roots of ancient Poona, which gave birth to the Maratha Empire and had a very crucial role to play in the history of India’s independence.",-,,
South Andaman Island,Wandoor Beach,Wandoor Beach-South Andaman Island,4.339285714285714,-,-,11.5983895,92.6096758666842
Kolkata,St. Paul's Cathedral,St. Paul's Cathedral-Kolkata,4.339285714285714,""", ,  Starting from admiring the flourishing art scene in the city to going on rewarding gastronomical explorations to wandering amidst the countless bazaars to sitting by the banks of the Hooghly and enjoying a peaceful sunset, Kolkata is soaked in layers and layers of heritage and culture, and peeling off each layer to look beneath the hood is a very rewarding, once-in-a-lifetime experience.",-,,
Mandarmani,Mandarmani Beach,Mandarmani Beach-Mandarmani,4.33926453143535,-,-,21.6600019,87.6912377
Mumbai,Nariman Point,Nariman Point-Mumbai,4.339222614840989,"From upcoming actors struggling to make it big on the silver screen; from Bolly superstars to big industrialists to tribes of fisherman and slum dwellers, Mumbai is a city that proudly boasts of stories from different walks of human survival.One of the main centres in the country of art, culture, music, dance and theatre, Mumbai is a dynamic, cosmopolitan city that has been running for years solely on the indomitable spirit of the Mumbaikars.",-,18.9253433,72.8180282
Hyderabad,Necklace Road,Necklace Road-Hyderabad,4.3392070484581495,"The capital and the largest city of Telanaga, Hyderabad is home to stately mosques and noisy bazaars lined parallelly alongside swanky new office buildings and malls, and it is these very contrasts – these glimpses into the city’s rich past with inherent promises of an even better future –that make Hyderabad a city worth visiting."," Necklace Road is a long boulevard that encircles Hyderabad’s Tank Bund, resembling a glittering necklace. Tank Bund consists of the beautiful Hussain Sagar Lake with a giant monolithic statue of Gautama Buddha. Lined with beautiful green gardens, eat streets and local shopping, it is a popular picnic spot. ",17.4233355,78.4631857
Hyderabad,Chilkur Balaji Temple,Chilkur Balaji Temple-Hyderabad,4.338815789473684,"The capital and the largest city of Telanaga, Hyderabad is home to stately mosques and noisy bazaars lined parallelly alongside swanky new office buildings and malls, and it is these very contrasts – these glimpses into the city’s rich past with inherent promises of an even better future –that make Hyderabad a city worth visiting."," Chilkur Balaji Temple is situated in the picturesque village of Chilkur, about 30kms from Hyderabad. It is also called the VISA Temple because it is believed that paying your obeisance to the presiding deity, Lord Balaji Venkateswara, along with Sridevi and Bhoodev can grant your wishes of gaining a USA Visa! ",17.35881165,78.29884550354765
Dehradun,Pacific Mall,Pacific Mall-Dehradun,4.338461538461538,"Dehradun is also known as the ""Educational Hub of Uttarakhand"" with some of the country\s prestigious universities and boarding schools., , "" As you would expect from a city located in the foothills of the Himalayas, Dehradun abounds in caves, waterfalls and natural springs."," The biggest and most popular shopping mall in Dehradun, Pacific Mall is known for shopping and for entertainment. It features hundreds of brands, several food joints and entertainment options which means it is a great place for individual and group shoppers. ",30.36634195,78.070463097741
Udaipur,Sahelion Ki Bari,Sahelion Ki Bari-Udaipur,4.338418079096045,"Visit its larger than life havelis and monuments, stroll through the bustling street markets, ride through one of the seven lakes of the city or relax in one of the extraordinary hotels, and you will discover the charm of Udaipur.",-,24.6029879,73.68519323350773
Vypin Island,Cherai Beach,Cherai Beach-Vypin Island,4.3383711167086485,-,-,10.14386175,76.17760394233443
New Delhi,National Rail Museum,National Rail Museum-New Delhi,4.337837837837838,-,-,28.58507685,77.1809774533661
Canacona,Cola Beach,Cola Beach-Canacona,4.337398373983739,-,-,15.0592525,73.97015111593342
Salasar,Salasar Balaji Temple,Salasar Balaji Temple-Salasar,4.337078651685394,-,-,,
Chennai,M.A.Chidambaram Stadium,M.A.Chidambaram Stadium-Chennai,4.336448598130841,""", , "" Amid its chaos of traffic and sweltering humid climate, Chennai is worth visiting for its temples steeped in south-Indian culture, British-era museums and monuments, culinary delights and Marina Beach (Second largest urban beach in the world).",-,,
