city,hotel_star_rating,latitude,longitude,property_address,property_name,rating,price
Mahabaleshwar,1,17.917997,73.80172,"Behind Mehta college,Kinger Road Kinger Road",Hotel Aishwarya,1,1120
Nathdwara,1,24.933141,73.826267,"Near Yashodanandan Bagh Bagol Road, Nathdwara Pin -313301  Raj INDIA",The Nikunj River Resort,1,1416
Pathankot,3,32.2732,75.6365,Gurdaspur Road Gurdaspur Road,Hotel Unite,3,1085
Pahalgam,1,34.07899205,75.26764784,Aru Aru Road,River Front,1,1355
Nasik,1,20.004123,73.790767,"Unity Park, Pagadbandh Lane,Dahipool Nehru Chowk Nehru Chowk",Shree Balaji Guest House,1,1034
Nainital,2,29.4741,79.647404,Sathbunga Mukteshwar,Wincliff Orchard Resort,2,1659
Paradeep,1,20.267232,86.659968,"Bada Padia PO, Paradeep, India",Aristocrat Hotel,1,2105
Omkareshwar,1,22.224561,76.115192,Shiv kothi chourhya Omkareshwar,Hotel Ujjawal Palace,1,1294
Panchkula,1,30.81301,76.9150953,"old kakal shimla highway ,near st thomas school lane pinjore",Hotel Ashoka,1,1116
Nellore,4,14.444086,79.978118,"No 23/996, Beside District Court, R T C Bus Stand Road, Nellore Ho, Nellore - RTC Bus Complex",Pavani Residency,4,2694
Nellore,1,14.4245587,79.96211,"Plot no 988, Beside A/C Subba reddy Stadium Nellore",Hotel Rama Royal,1,1646
Nathdwara,2,24.932612,73.826236,"NEAR BUS STAND, SIHAD TALAB N.H.-8 Bus Stand",Garden View Hotel,2,1034
Nasik,3,19.951529,73.834153,"Behind Muktidham,off Datt mandir Road , Nashik Road, Nasik",Hotel Orange Tree,3,1965
Nainital,1,29.425757,79.627389,"Kaafli Gazar, Kasialekh, Mukteshwar Mukteshwar","Cottage Nirvana, Mukteshwar",1,2170
Nilgiri,1,11.506265,76.501234,"Mudumalai Holiday Village, Marthoma nagar, Mysore Road, Gudalur, The Nilgiris , TN, India",Mudumalai Holiday Village,1,1189
Nasik,2,19.9502,73.8366,Dream Square A Near Muktidham Nashik Road,Hotel De Rajnigandha,2,1091
Nathdwara,1,0,0,"NH-8, Nathuwas, Nathdwara",Hotel Shreeji Holiday Resort,1,1365
Nainital,3,29.393823,79.453104,"Awagarh Compound, Mallital Mallital",The Palace Belvedere,3,1092
Nainital,1,29.389917,79.458939,The Mall The Mall,Hotel Prince,1,1608
Patna,4,25.611326,85.142679,Exhibittion Road Exhibition Road,Hotel Patliputra Exotica,4,3775
Palakkad,1,10.769921,76.655664,"Soorya Residency, Robinson Road, Palakkad Palakkad",Soorya Residency,1,1374
Pahalgam,2,34.036223,75.324762,"Pahalgam, Kashmir Chandanwari Road",Hotel King Palace,2,2066
Pachmarhi,1,22.473746,78.436881,"Arvind Marg, Pachmarhi Pachmarhi",Hotel New Banjara,1,1034
Najibabad,1,0,0,"NH 34, Near double Fatak Haridwar Road",Hotel Kanha Royal Salute,1,1922
Churu,3,28.301673,74.969177,"Behind Jain Market ,Churu Shekhavati Shekhavati",Hotel Malji Ka Kamra,3,1499
Hyderabad,3,17.423908,78.412029,"Plot No-1299/F, Beside Indian Oil Petrol Pump Closed to BalakrishnaÃ‚â€™s House, Road No-68, Jubilee Hills",Falcons Nest Imperia Suites,3,1924
Haridwar,2,29.97532575,78.17894423,"old haridwar-rishikesh main road, near lalit ashram, Bupathwala, Haridwar Hardiwar",Hotel Paradise Inn,2,1262
Allahabad,3,25.461398,81.824661,15 Thornhil Road Near Circuit House,Platinum House,3,1581
Havelock,1,12.019281,93.008047,Viijay Nagar Beach Havelock,Dolphin Resort,1,1781
Hyderabad,1,17.336286,78.579785,"plot CFZ/S-13 A, auto nagar vanasthalipuram",Motel Rajdhani,1,1197
Chittoor,1,13.216022,79.109224,"2-128/1, Near RTC Bus Stand, Puttur Road, Kongareddypalli,",Hotel Saroj Krishna,1,1522
Chettinad,1,10.17826,78.777096,"Visalam, 7/143, Local Fund Road, Kannadukathan, Karaikudi, Shivganga District Karaikudi",Visalam,1,1718
Himmatnagar,1,0,0,royal plaza complex himmatnagar,Hotel Royal Plaza,1,1193
Gangtok,1,27.323039,88.61192,"10, N.H Pani House, Below Shiv Mandir. N.H Pani House,",Hotel Deorali,1,2071
Diveagar,1,0,0,"Next to shivaji Chowk, Deepstambha Pakhadi Shivaji Chowk",Rainbow Swarnashree Resort,1,1883
Jaisalmer,3,26.9178,70.9092,"17, Bhaskar Street, Near Geeta Ashram Near Geeta Ashram",Hotel Jessul Kot,3,1727
Darjeeling,4,27.007877,88.2470399,"Ghoom Monastery Road, Darjeeling Monastery Road","Darjeeling - Khush Alaya, A Sterling Holiday Resorts",4,4017
Jaisalmer,0,26.864909,70.560808,"Near Parking Toll Gate, Sam Sam",The Chirag Desert Camp,0,1150
Coorg,2,12.486928,75.795101,"Meriyanda Estate, Avandi Village, Hattihole, Madikeri Taluk Madikeri Taluk",Meriyanda Nature Lodge,2,1614
Gangtok,2,27.32562,88.613094,"Above M.G Marg ,kazi road Kazi Road",Hotel Fairview,2,2252
Gwalior,3,26.21292536,78.17004641,Phoolbagh Circle Gwalior,HOTEL MK VIVANTA,3,1339
Coorg,1,12.426454,75.749789,"23/156, Cauvery Ganga Near DFO bungalow Madikeri Kodagu  Coorg",Roshan Homestay,1,2056
Hissar,1,0,0,"Gulab Singh Chowk, City Thana Road Hisar",Hotel Medico Residency,1,1989
East Sikkim,1,0,0,Lingtam East Sikkim,Triveni Home Stay,1,1027
Hyderabad,1,17.3765,78.4713,"15-8-320 Gope complex, Mukhram Begum Bazar, Hyderabad",Hotel Mansingh,1,1599
Chikmagalur,2,13.31790985,75.77233355,"Maharaja Complex, I G Road , Chikamagalur",Maharaja INN,2,1053
Gwalior,1,26.360475,78.292908,"Bhind Road, Atlas Tiraha , Malannpur-Bhind ,Gwalior, MP Malannpur-Bhind ,Gwalior, MP",Manhar Residency,1,1647
Bandipur,1,11.668008,76.632042,"3 Kms off Bandipur Check Post Near Mangala Village, Bandipur, Karnataka State",The Country Club Bandipur,1,1832
Chopta,1,30.4898,79.1711,"Dugalbitta, Chopta,Rudraprayag Chopta",Magpie Jungle Camp,1,1583
Hyderabad,5,17.604933,78.618975,Bommaraspet Shameerpet Ranga Reddy District Hyderabad,Celestia Suites At Leonia,5,3945
Hyderabad,1,0,0,"Plot No 20, 1-98/5/4/1, 1st Lane, Madhapur, Patrika Nagar, Patrika Nagar, Hyderabad - 500081",Amulya grand Madhapur,1,1524
Cochin,1,10.162207,76.386264,"BehindSaj Resorts, Nedumbassery, Cochin",Hotel Airport Mansion,1,2221
Kotagiri,1 star,11.423194,76.867272,"St Lukes Church Road, Kamraj Square, Kotagiri, Tamil Nadu ,",Celestial Resorts,1,1259
Kanha,3 star,22.135667,80.637404,"Grand Tiger Resort Village Manjitoal Tahsil Baihar , Kanha National Park","Hotel Grand Tiger Resort, Mukki",3,2040
Kanha,4 star,22.109496,80.56803,"Village Kohka, PO Baihar , Tehsil Baihar, District Balaghat",Hotel Singinawa Jungle Lodge,4,2555
Kotagiri,1 star,11.4251,76.8667,"Hope Park, Alpot Road, Kotagir ,",Hope Park Hotel,1,1854
KovalamandPoovar,1 star,8.382922,76.981327,"swapnatheeram beach resort , Light house road ,vizhinjam",Swapnatheeram Beach Resort,1,1493
Kaziranga,1 star,0,0,"Dhanbari, Agoratoli Range, , Bokakhat",Dhansiri Eco Camp,1,1284
Kalka,3 star,30.843186,76.951345,"Sector - 2,Dist Solan , Main Bazaar, Parwanoo",Windsmoor,3,1267
Kharagpur,1 star,0,0,"Kausallya, Kharagpur ,",SAHOO LODGE,1,2144
Kolkata,2 star,0,0,"Flat No 3B Rawdon Street Park , Street Near Neotia Nursing Hom",Banyan Apts,2,2099
Kharagpur,2 star,22.34465,87.306274,"Sabji Market Gate, Gole Bazar, , Kharagpur",Alankar Lodge,2,1408
Kolkata,2 star,22.631148,88.43371,"Vip Road,Kaikhali , Kaikhali",Hotel O2 VIP,2,2062
Jodhpur,3 star,26.2646,72.9618,"Opposite Filter House, ,",Hotel Badri Palace,3,2204
Kota,1 star,0,0,"9-F-12, Rangbari Road, Mahaveer Nagar 3rd , Mahaveer Nagar, Kota-Rajasthan",Hotel Sanwaria Seth Palace,1,2193
Kottayam,3 star,9.596416,76.428659,"Kumarakom , Boat Jetty Road , Kottayam",Kerala Houseboaters Kumarakom,3,2121
Kanchipuram,1 star,12.454173,79.936507,"37, CHEYYUR ROAD VILL , DIST KANCHEEPURAM",ADVENTURE ZONE,1,1599
Katra,1 star,0,0,"Near Amar cinema , jammu road, , Katra",Sonav Guest House,1,1748
Kanha,1 star,22.148184,80.662008,"MANJITOLA,NEAR MUKKI GATE , NEAR MUKKI GATE",KANHA PRIDE RESORT,1,1184
Karwar,2 star,14.806856,74.174545,"Bangarappa Nagar, Near Railway Station, , Shirwad,",Olive Garden,2,2241
Kodaikanal,1 star,0,0,"No 6A/128, Laws Ghat Road , Kodaikanal",Kodai Green Cottage,1,1994
Kolkata,1 star,22.537829,88.345137,"1B, GORKY TERRACE ( VICTORIA TERRACE),OPP. INDUSTRY HOUSE ON CAMAC STREET , Park Street and Vicinity",Hotel Victerrace,1,1556
Kolkata,2 star,22.6173,88.4313,"3rd Floor,The Meridian , Raghunathpur, VIP Road,Kolkata",All Fresco Guest House,2,1824
Katra,1 star,0,0,"railway road , railway road",New Maa Vaishno Palace,1,1061
Karaikal,1 star,0,0,"no12 beach road, Karaikal ,",Vasantham Beach Residency Karaikal,1,1049
Konark,1 star,0,0,"NEAR BUS STAND , Konark",Sun Temple Hotel,1,1102
Karad,1 star,0,0,"Near Preetisangam Garden, , Krishna ghat,Somvar peth,Karad",Suneet Madhusangam Lodging,1,1270
Katra,2 star,0,0,"Railway Road, Saraswati Chowk , Katra",Hotel JMC Palace,2,2296
Katra,3 star,33.0005,74.9334,"Heli pad Road , Heli pad Road",Hotel New Ashok,3,1898
Kodaikanal,3 star,10.232579,77.494729,"Coalkers Walk , Kodaikanal",Kodai Resort Hotel,3,1214
Kodaikanal,3 star,10.249594,77.499231,"5/110-A,CHETTIAR PARK ROAD KODAIKANAL , Chettiar Park, Kodaikanal",Kodai Sunshine Resort,3,1149
Karaikudi,1 star,0,0,"No 47, Church 2nd Street , TT Nagar, Karaikudi",The Abirami Residency,1,1411
Kasargod,3 star,12.250591,75.124479,"NH 17 Jn Nileshwar, Kasargod , NH 17 Jn Nileshwar, Kasargod",Sree Gokulam Nalanda Resort,3,1513
KovalamandPoovar,3 star,8.356903,77.011764,"Near Aazhimala Shiva Temple , Chowara",Sun Tara Beach Resort,3,1771
Kolkata,4 star,22.594469,88.417467,"CF 400, Sector 1, Salt Lake, Near Salt Lake Swimming Pool ,",Simi International The Imperial,4,3634
Karjat,1 star,0,0,"Kalote Fhata near Nishiland , waterpark,Old Poona",Paradise Bunglow,1,1726
Kolhapur,1 star,16.6936,74.2471,"664/665 Ravivar Peth, Main Road, Azad Chowk ,",Hotel Ramkrishna,1,1527
Kashid,1 star,19.0201,72.8379,"At Chikni, Tal Murud Janjira , Post Kashid",S K Guest House,1,1661
Khajuraho,2 star,24.73249,80.009313,"Opposite Panna Tiger Reserve,Madle Gate , Panna",The Jewel of The Jungle-15 minutes From Khajuraho,2,1437
Kodaikanal,2 star,10.238113,77.4892,"No.9 , Near Bearshola Falls",Hotel Wood Palace,2,1368
Kollam,1 star,8.897449,76.609619,"Kadapakkada, Kollam ,",Xaviers Residency,1,1127
Jodhpur,2 star,26.276898,73.033609,"Police Line Road, Ratanada , Police Line Road, Ratanada",Hotel Jasol Heritage,2,1898
Khanna,1 star,0,0,"Baba Pir Colony , Near New Grain Market ,Sirhind",Hotel Virk fatehgarh - 19Km from khanna,1,1759
KovalamandPoovar,1 star,8.426896,76.961533,"TC 681951, Pachalloor PO, Kovalam,thiruvanathapuram ,",Devikripa Homestay,1,2215
Katra,1 star,32.9892,74.929,"Maa Rudrani Resort , Railway Road",Maa Rudrani Resort,1,1486
Jodhpur,2 star,26.275169,73.035314,"Plot No,B $ D -1,Bhati Circle,Ratanda , Bhati Circle,Ratanda",Hotel Royale Plazo,2,1438
Katra,1 star,32.99258,74.931812,"Near Yatra Counter, Katra , Near Yatra Counter,",Hotel Krishna Palace,1,2074
Kolkata,1 star,0,0,"6/1 B Moira Street , Kolkata",Miramandir Guest House,1,1510
Katra,1 star,0,0,"railway road , railway road",Anup Palace,1,1186
KovalamandPoovar,4 star,8.309119,77.080308,"Poovar P.o, Kovalam, Trivandrum , Poovar",Estuary Island Resort,4,3631
Kinnaur,1 star,0,0,"Near Kaza ,",The Monk Resort Shego,1,1966
Kodaikanal,1 star,0,0,"Observatory Post, Pambarpuram, Next to Peter School, Kodaikkanal ,",Rainbow Hospitality Serviced Apartments,1,1331
Kaza,1 star,0,0,"Tabo, 50 Kms from Kaza ,",Palbar Home Stay Tabo,1,1874
Kolkata,2 star,22.524056,88.353223,"5B Lansdowne Place , Hazra More",COMFOTEL,2,1770
Kolkata,1 star,22.520218,88.361771,"16/1, Hindustan Road, Gariahat, Kolkata 700029 , Near HDFC Bank",Saroj Deep,1,1311
Katra,1 star,0,0,"near jij chowk , railway road",Magotra Palace,1,1380
Kodaikanal,3 star,10.2667,77.4925,"4U Resort, CRES , Attuvampatti",4 U Resort,3,1458
Kabini,3 star,11.926081,76.28794,"66/2, N Begur Village , Anterasante Hobli, Kenchanahalli, ,",The peepal tree,3,1857
Kolkata,1 star,22.6319,88.4355,"21 Mullen Street , Opp Nepal Sweet Shop",Shree Guest House,1,1808
Kolkata,1 star,22.956367,88.452314,"E2 XG, Part, WBIIDC Growth Centre, Centre, Kalyani Barrackpore Expreesway, , Phase III, Kalyani, Nadia",Hotel Aquatic Palace- Kalyani,1,1173
Kolkata,2 star,0,0,"Dimensions Guest House, 98 Christopher Road Topsia, Brindavan Garden, Block - A5, Flat-B, 8th Floor , Brindavan Garden",Dimensions Topsia,2,1828
Kanchipuram,1 star,12.837822,79.704606,"Ulagandar Mada Street , Periya",SRI ARUNA MAHAL RESIDENCY,1,2040
Kottayam,1 star,9.591494,76.524541,"Plaza Inn, Kottayam ,",Plaza Inn,1,1074
Kishangarh,1 star,0,0,"Near bus stand, ajmer road , Madanganj, kishangarh",Hotel Goyal Palace,1,1615
KovalamandPoovar,3 star,8.39043,76.9768,"Temple Road , Kovalam Beach",Jasmine Palace,3,1655
Kasargod,1 star,0,0,"Opp Tonico Cafe,Near Axis Bank , MC Road Kottayam",Century Park Hotel,1,1351
Katra,1 star,0,0,"kashmir road , kashmir road",Kohlis Inn,1,1526
Kharagpur,1 star,22.350136,87.27248,"NH-6, Shah Chawk Bombay Road, Kharagpur West Medinipur West Bengal 721301 ,",Great India Hotel,1,2021
Katra,1 star,0,0,"Near Hospital Road Opposite Counter No-2 ,",Hotel Dayas Paradise,1,1871
Katra,2 star,0,0,"panthal road katra , katyra",Shiv Shakti,2,1657
KovalamandPoovar,1 star,8.396274,76.975024,"ITDC Grove Beach , Kovalam",Samudra Theeram Beach Resort,1,1703
Kolkata,1 star,0,0,"AL-207, 1st Floor, Sector II , Salt Lake, Kolkata",Swans Cottage,1,2189
Kolkata,5 star,22.51316,88.400774,"The Gateway Hotel EM Bypass , Kolkata",The Gateway Hotel EM Bypass,5,2705
Kolkata,1 star,22.545829,88.347963,"61-B, Park Street , Near Post Office",Divya Business Centre,1,2027
Kolkata,1 star,0,0,"BLOCK FE 235 SECTOR 3 , Salt Lake, Kolkata",Guest Accomodation Guest House 1,1,1957
Khajuraho,4 star,0,0,"Near PWD circuit house,beside , youth hostel power house road",syna heritage hotel,4,3935
Kanatal,1 star,30.417181,78.34243,"kanatal ,",Kanatal Adventure Camp,1,1199
Kanpur,1 star,26.467791,80.359572,"18/54 THE MALL , The Mall",Hotel Gaurav,1,1456
Kolhapur,1 star,16.709539,74.246308,"14, Surve Colony, , Tarabai Park",Hotel VijayRaj,1,1378
Kanha,3 star,22.283036,80.618122,"Mridukishore tiger safari resorts, , Mridukishore tiger safari resorts",Hotel Mridukishore Tiger Safari Resorts,3,1435
Katra,1 star,32.987018,74.932715,"railway road , railway road",Blue Saphhire,1,1442
Mussoorie,4 star,30.459038,78.063269,"Libary Bazaar , Gandhi Chowk",Fortune Resort Grace,4,2849
Munnar,3 star,10.078388,77.064371,"Bison Valley Road, Munnar , Ottamaram",Oak Fields,3,1703
Mysore,2 star,12.334636,76.662397,"# 4,Rajendra Nagar Main Road,keb function hall , Rajendra Nagar Main Road.","The Nest Residency, Mysore",2,1093
NAGARCOIL,1 star,8.182576,77.431366,"105A, Court Road , Nagercoil",Hotel Canaan,1,2244
Mussoorie,2 star,30.456613,78.075771,"Mall Road , Kulri, The Mall",Hotel Knaukin,2,1291
Mussoorie,3 star,30.455185,78.077609,"Camels Back Road,The Mall ,",Value Hotel and Spa,3,1941
Nagpur,1 star,0,0,"Khamla Road, Khamla, Opposite Orange City Hospital, Near Nagpur Airport, Nagpur ,",Hotel lotus Inn,1,2132
Mysore,1 star,12.305695,76.649857,"Near Jagan Mohan Palace, Ramavilas Road , Central Mysore",Ambaari Suites,1,1029
Mysore,4 star,12.311964,76.643262,"No.13 and 14, Vinoba Road , Mysore",Regaalis,4,3818
Munnar,3 star,0,0,"Axiom Edelweiss Resort, New Colony Road, Munnar ,",Axiom Edelweiss Resort,3,1955
Muvattupuzha,3 star,9.983592,76.578306,"T B JUNCTION , MUVATTUPUZHA",Paray Residency,3,1692
Mysore,1 star,0,0,"Mysore ,",Mannars Deluxe Lodge,1,1985
Mukteshwar,1 star,29.423496,79.630074,"Dhari Road, Village Gajar , Kasiyalekh Post, Mukteshwar",colonels cottage,1,1297
Mysore,1 star,12.30469,76.650479,"111, Kshetraiah Road , K RMohalla, Thogari Beedi",Mahalakshmi Comforts,1,1250
MountAbu,3 star,24.586299,72.71642,"Main lake Road, Before Hotel Hillock. , Nakki Lake Road",Star Villa,3,1813
Mehsana,3 star,0,0,"Ahmedabad - Mehsana Highway , Mehsana",Shankus Waterpark and Resort,3,2154
Mussoorie,2 star,30.459626,78.063851,"Monarch Hotel, Gandhi Chowk , Library Chowk",Monarch Hotel,2,1840
Mussoorie,1 star,30.455359,78.081291,"Kulri , The Mall",Hotel Charlene Mussoorie,1,1613
Mussoorie,4 star,30.4698,78.033,"Kulri, Picture Palace , Mussoorie",Brentwood,4,2892
Munnar,1 star,0,0,"Parakkat estate,adimali-munnar , Rd NH49, Munnar",PARAKKAT HOME STAY,1,1351
Munnar,3 star,10.028157,77.033089,"Sankupady, Anachal, Chithirapuram P.O., Munnar , Anachal",Munnar Joy Palace,3,1731
MountAbu,2 star,24.588,72.7115,"Nr.Taxi Stand, Opp. Polo Ground, Mount Abu , Polo Ground",Hotel Maharaja,2,1664
Muvattupuzha,1 star,9.980521,76.588842,"heritage home, Muvattupuzha ,",heritage home,1,1773
Munnar,1 star,10.029609,77.040489,"PowerHouse Road, Chithirapuram P.O,Munnar. Idukky , Chithirapuram, Munnar",Misty Homes,1,1657
MountAbu,1 star,24.591974,72.712722,"near taxi stand,rotary circul,rajendra marg , Central Mount Abu",hotel ganesh,1,1711
Mysore,3 star,12.330647,76.645348,"3844/3, Near KSRTC Bus Depot, New Bamboo Bazaar Road, Opp Kamath Hotel, Highway Circle, Bannimantap, , Bannimantap",Aishwarya Suites,3,1044
Mysore,1 star,0,0,"No 299/D Hebbal Industrial Area, Opp Bharath Cancer Hospital , Hebbal Industrial Area",Hotel Lobos Residency,1,2099
Mohali,3 star,30.68511,76.652082,"Village Swara,Landran-Chunni Road,Opposite Thunder Zone. , Landran",Casba Farm Retreat,3,1562
Nagpur,1 star,21.151397,79.098131,"51, Central Avenue , Central avenue",Hotel Woodlands,1,1288
Mohali,1 star,30.693338,76.733158,"SCO NO 519,520 SECTOR 70 ,",Sunshine,1,1835
Mysore,1 star,0,0,"Old Kesare Road,Siddlinpura ,",New Athithi Aradhana Resort,1,1877
Mysore,2 star,12.315752,76.658993,"2931, Bangalore Nilagiri Road Near Suburban Bus Station,next to Anand Vihar Kalyana Mantap , Anand Vihar",Hotel Royale Heritage,2,1785
Mussoorie,3 star,30.455303,78.074026,"Barlowganj , Barlowganj",Tulip Inn Green N Breeze,3,1397
MurudJanjira,1 star,0,0,"Plot No 23, chandra lodge , murud janjira",Red Rose Sudha,1,1099
Munnar,1 star,10.050327,77.077908,"NATURE DALE THE PLANTATION VILLA PIPE LINE VIEW POINT, PALLIVASAL, MUNNAR KERALA ,",Naturedale Plantation Villa,1,1635
Munnar,3 star,10.069951,77.061115,"Kannan Devan Hills, Munnar Town , Aluva- Munar Road",Hill View,3,1344
Munnar,3 star,10.050586,77.056465,"Pallivasal Tea Estate, Athukadu waterfalls Road , , Pallivasal",Aranyaka Resorts,3,1255
Mysore,1 star,12.313822,76.657963,"L46/1, Irwin Road, , Opp Govt Museum Office",Hotel Mysore Gateway,1,1456
Mundra,1 star,22.839552,69.705912,"Avenue Park, Adani Port Road, , Tal Mundra",Hotel Avenue Plaza,1,1378
Muzaffarnagar,1 star,29.473715,77.696955,"2nd Floor Swaroop Plaza Roorkee Road Muzaffarnagar Uttar Pradesh 251001 ,",Hotel Green Apple,1,1663
Munsiyari,1 star,30.067229,80.235081,"Thal Road, Pithoragarh, Munsyari, Uttarakhand 262554 ,",Vijay Mount View Resort,1,2091
MountAbu,1 star,24.585955,72.716749,"Near veterinary Hospital,Opp.Rajasthan Tourist Bunglow , Opp.Rajasthan Tourist Bunglow",Hotel Aravali,1,1405
Munnar,1 star,10.027862,77.039661,"Thathathi Mukku , Chitrapuram post",Wild Munnar Fragrance,1,1793
Munnar,1 star,0,0,"Near Pallivasal Power House,Chithirapuram PO, Munnar,Iduki, India ,",The Green Dale Homestay,1,2008
Mysore,1 star,12.338573,76.616301,"No258, Sri Mahadeshwara Society Layout Vijayanagar 2nd stage Mysore ,",J B Paradise,1,2268
Munnar,1 star,10.094733,77.050854,"Opposite Munnar Panchayat Hall, Idukki ,",Mermaid Hotel,1,1668
Mohali,1 star,30.716178,76.715705,"SCO - 10 -C , PHASE -5 , MOHALI , 160059 , SCO -10 - C ,MOHALI -160059",Daawat Hotel,1,1312
Meerut,1 star,0,0,"195, Police Street, Near Bhansali Roadways Bus Stand , Sadar Thana, Meerut Cant",Hotel M J,1,1235
Mussoorie,2 star,30.4604,78.0728,"Camel Back Road , Camel Back Road",Hotel Filigree,2,1767
Mysore,1 star,12.2976,76.7006,"#1979, Rajkamal Talkies Road, Devaraja Mohalla , Mysore",S K Residency,1,2141
Mysore,2 star,12.356488,76.616026,"No 5,Contour Road, 1st Stage, Hebbal , Hebbal First Stage",The Palmyrah Tenements,2,1918
MountAbu,1 star,0,0,"Neelkanth/Pilgrim Road , Dhundai Mount Abu",Hotel Sun N Rock,1,1995
Murudeshwar,1 star,14.384718,74.498494,"Kanive Mane Estate, Hodike Shirooru Honnavar Taluk , Kumta",Bidara Homestay,1,2214
Mirzapur,1 star,0,0,"Engineer shahab ki kothi , Rehada Chungi, Vindhyachal,,",Hotel Vindhya Residency,1,2192
Nagpur,1 star,21.134653,79.067163,"Bharti House 43+7, Kachipura Garden , Ramdaspeth",Peanut Hotel,1,1345
Nahan,1 star,30.5575,77.2969,"Nahan ,",Hotel De Rembrance,1,1524
Nagpur,2 star,0,0,"x 24 , midc hingna road nagpur , Hingna Road",Hotel Shaheen International,2,1482
Nagpur,1 star,21.1531,79.0937,"Opp Mayo Hospital, Central Avenue , Central avenue",Hotel Blue Moon,1,1401
NAGARCOIL,1 star,8.18646,77.425,"WC College Road , WC College Road",Hotel Vijayetha,1,1328
Mysore,2 star,12.286653,76.626048,"1015, Udaya Ravi Road, Kuvempunagar , Kuvempunagar, Mysore",Suvarna Residency,2,1074
Mussoorie,2 star,30.452547,78.086451,"Oaks Road , Oaks Road",Hotel City Castle Mussoorie,2,1544
Mundra,1 star,22.83910568,69.70637644,"Vejani Complex, Opposite Khodiyar Petrol Pump, Mundra , Shakti Nagar",Sea Blue,1,1804
Muvattupuzha,1 star,0,0,"Seagreen residency, Muvattupuzha ,",Seagreen residency,1,2106
Munnar,1 star,10.08893,77.05952,"Mankulam PO , Viripara , Mankulam",Solitude Munnar,1,1674
Haridwar,1,29.933513,78.134855,"5 - New Haridwar, Shri Chandra Charya Chowk Ranipur More Shri Chandra Charya Chowk Ranipur More",Hotel Giridhar,1,1138
Guwahati,1,0,0,"Kamarkuchi, Sonapur Guwahati",Aatithya Wood Resort,1,2235
Guwahati,3,26.17864,91.749001,"MD Shah Road, Paltan Bazar, Opp. Sport Authority of India Paltan Bazar",Ambarish Grand Residency,3,1311
Hanumangarh,1,0,0,"Sangria Road, Hanumangarh Junc Opposite Sabji MandiHanumangar",Neelkanth Hotel,1,1428
Gandhidham,3,23.07885,70.119579,"58-59, DC 2, Opp Anandmarg School, Near Rambaug Road, Gandhidham - Kutch - 370201 D.C.",Hotel Empire,3,1839
Gangtok,3,27.3282,88.613,Kazi Road MG Marg Vicinity,"Summit Ttakshang Residency,Hotel and Spa",3,1147
Haridwar,2,28.46934336,77.10297397,"Sareen Farm , near Shantikunj Ashram , Bhupatwala, Haridwar. Bhupatwala",Hotel Sound Sleep,2,1709
Haridwar,1,29.947957,78.158501,"Shrawan Nath Nagar, Behind Chitra Talkies Behind Chitra Talkies",Manmeet,1,1833
Gurdaspur,1,0,0,Near BeantCollege Bye Pass Chowk Gurdaspur,Hotel Golden Palm,1,1628
Haridwar,3,29.926767,78.122028,Arya Nagar Chowk Haridwar Road Jwalapur,Hotel Holy Basil,3,1637
Ganpatipule,1,17.148866,73.272695,"Giriraj, Head P.O. Ganaptipule, Tal. Distt. Ratnagiri Ratnagiri",Giriraj Niwas,1,2078
Gangtok,3,27.327045,88.610357,"31/A, National Highway Near MG Marg",Hotel Gajraj,3,1669
Haridwar,1,29.94569,78.164248,"Railway road , Haridwar",Hotel Aarti,1,1663
Haldwani,1,0,0,"Shahukar Line, Haldwani",hotel shri krishna,1,1138
Gondia,1,21.4594,80.193,"Deshbandhu Ward, Station Road, Gondia Ho, Gondia",Hotel  Harmony,1,2261
Gangtok,2,27.3341,88.6137,Near Ranka Stand Palzor Stadium Road,"The Junction, Gangtok.",2,1595
Haridwar,1,29.945778,78.164187,"Himalaya Depot Lane, Haridwar H O, Near Sewa Samiti ,Bhawan,Lalta Rao Bridge,Haridwar",Plaza Inn,1,1281
Hanumangarh,1,29.589461,74.321382,town juction road hanumangarh town,Rajvi Palace Hotel,1,1042
Gangtok,1,27.33798,88.61171,"DEVELOPMENT AREA, NEAR TASHI NAMGYAL HS SCHOOL, GANGTOK",Vanjula Residency,1,1342
Haridwar,1,0,0,Shiv Murti  Near Railway Station Jassa Ram Road Near Gujrat Bhawan,Hotel Panama,1,1625
Guruvayoor,1,10.598503,76.039921,Perumbilavil Road North Nada,Krishna Gardens,1,1577
Guruvayoor,1,10.596857,76.038293,"Sathya Inn West Nada, Opp Transport Bus Stand, Near The Temple Opp Transport Bus Stand, Near The Temple",Sathya Inn,1,2242
Gandhinagar,4,0,0,Baliyasan Ahmedabad Mehsana Express way Nr Mccain Factory,Nimba Nature Cure Village,4,3995
Haridwar,3,29.989597,78.186066,Haridwar - Rishikesh Road Haridwar Rishikesh Highway,Clarks Inn Brinjal,3,1734
Guwahati,1,26.18497,91.747367,"G.N.B. Road, Don Bosco Chariali, Pan Bazar G N B Road",Star Lodge,1,2233
Guwahati,3,26.18350187,91.74546629,"GNB Road, Near Panbazar Flyover, Panbazar Panbazar",Hotel Rialto,3,1322
Haridwar,1,0,0,moti bazar near har-kit-pauri,hotel mangalam lodge,1,1809
Fazilka,2,30.38965,74.035289,"Near City Garden,Abohar Road Fazilka",Hotel Home Steads,2,1661
